Gene	WT_rep4
ENSRNA049468652	0
ENSRNA049468687	0
ENSRNA049468702	0
ENSRNA049468709	11
ENSRNA049468722	0
ENSRNA049468744	0
ENSRNA049468767	0
ENSRNA049468891	0
ENSRNA049468898	0
ENSRNA049468908	1
ENSRNA049468923	16
ENSRNA049468957	4
ENSRNA049468966	0
ENSRNA049468980	7
ENSRNA049468993	5
ENSRNA049469003	0
ENSRNA049469014	0
ENSRNA049469025	0
ENSRNA049469147	2
ENSRNA049469155	0
ENSRNA049469163	0
ENSRNA049469166	0
ENSRNA049469181	1
ENSRNA049469217	0
ENSRNA049469250	0
ENSRNA049469263	11
ENSRNA049469398	0
ENSRNA049469406	0
ENSRNA049469415	0
ENSRNA049469476	0
ENSRNA049469734	0
ENSRNA049469812	0
ENSRNA049469839	0
ENSRNA049470054	5
ENSRNA049470113	2
ENSRNA049470128	0
ENSRNA049470161	0
ENSRNA049470170	0
ENSRNA049470180	0
ENSRNA049470195	0
ENSRNA049470201	0
ENSRNA049470229	0
ENSRNA049470243	10
ENSRNA049470255	0
ENSRNA049470271	0
ENSRNA049470291	0
ENSRNA049470299	0
ENSRNA049470317	0
ENSRNA049470335	0
ENSRNA049470347	1
ENSRNA049470370	0
ENSRNA049470377	0
ENSRNA049470386	3
ENSRNA049470406	0
ENSRNA049470425	0
ENSRNA049470468	0
ENSRNA049470508	0
ENSRNA049470525	0
ENSRNA049470701	0
ENSRNA049470712	0
ENSRNA049470726	0
ENSRNA049470741	0
ENSRNA049470757	1
ENSRNA049470769	1
ENSRNA049470784	0
ENSRNA049470806	0
ENSRNA049470812	0
ENSRNA049470820	0
ENSRNA049470825	0
ENSRNA049470920	93
ENSRNA049470941	0
ENSRNA049470950	0
ENSRNA049470962	0
ENSRNA049470973	0
ENSRNA049470982	1
ENSRNA049470992	3
ENSRNA049471001	0
ENSRNA049471012	0
ENSRNA049471020	0
ENSRNA049471032	0
ENSRNA049471043	1
ENSRNA049471065	0
ENSRNA049471075	0
ENSRNA049471090	1
ENSRNA049471102	223
ENSRNA049471191	2
ENSRNA049471225	9
ENSRNA049471239	0
ENSRNA049471251	8
ENSRNA049471263	0
ENSRNA049471273	2
ENSRNA049471283	1
ENSRNA049471293	0
ENSRNA049471305	0
ENSRNA049471314	0
ENSRNA049471325	1
ENSRNA049471342	2
ENSRNA049471356	2
ENSRNA049471366	20
ENSRNA049471381	1
ENSRNA049471498	0
ENSRNA049471512	0
ENSRNA049471527	1
ENSRNA049471535	9
ENSRNA049471546	0
ENSRNA049471555	14
ENSRNA049471560	0
ENSRNA049471578	1
ENSRNA049471602	111
ENSRNA049471632	0
ENSRNA049471650	0
ENSRNA049471695	0
ENSRNA049471700	0
ENSRNA049471707	2
ENSRNA049471715	0
ENSRNA049471723	0
ENSRNA049471743	0
ENSRNA049471755	0
ENSRNA049471772	0
ENSRNA049471778	0
ENSRNA049471791	0
ENSRNA049471802	0
ENSRNA049471835	0
ENSRNA049471844	0
ENSRNA049471864	0
ENSRNA049471882	2
ENSRNA049471985	0
ENSRNA049472003	0
ENSRNA049472018	0
ENSRNA049472036	0
ENSRNA049472044	0
ENSRNA049472058	0
ENSRNA049472073	0
ENSRNA049472089	0
ENSRNA049472108	0
ENSRNA049472120	0
ENSRNA049472132	2
ENSRNA049472144	0
ENSRNA049472154	0
ENSRNA049472167	0
ENSRNA049472178	2
ENSRNA049472195	3
ENSRNA049472208	0
ENSRNA049472220	1
ENSRNA049472231	0
ENSRNA049472287	0
ENSRNA049472320	0
ENSRNA049472329	0
ENSRNA049472337	0
ENSRNA049472341	0
ENSRNA049472354	1
ENSRNA049472419	0
ENSRNA049472429	1
ENSRNA049472455	1
ENSRNA049472463	0
ENSRNA049472477	1
ENSRNA049472487	1
ENSRNA049472500	6
ENSRNA049472510	0
ENSRNA049472523	0
ENSRNA049472532	0
ENSRNA049472543	0
ENSRNA049472556	4
ENSRNA049472570	1
ENSRNA049472690	0
ENSRNA049472701	0
ENSRNA049472720	0
ENSRNA049472737	0
ENSRNA049472745	0
ENSRNA049472760	0
ENSRNA049472768	0
ENSRNA049472772	0
ENSRNA049472779	0
ENSRNA049472788	8
ENSRNA049472799	0
ENSRNA049472807	0
ENSRNA049472886	0
ENSRNA049472894	0
ENSRNA049472901	1
ENSRNA049472907	0
ENSRNA049472915	6
ENSRNA049472923	1
ENSRNA049472947	2
ENSRNA049472954	5
ENSRNA049472964	0
ENSRNA049472976	0
ENSRNA049472987	0
ENSRNA049472998	0
ENSRNA049473016	0
ENSRNA049473030	0
ENSRNA049473038	0
ENSRNA049473047	0
ENSRNA049473057	0
ENSRNA049473071	0
ENSRNA049473086	0
ENSRNA049473108	0
ENSRNA049473120	0
ENSRNA049473128	2
ENSRNA049473141	0
ENSRNA049473150	0
ENSRNA049473157	0
ENSRNA049473164	0
ENSRNA049473172	0
ENSRNA049473180	0
ENSRNA049473196	12
ENSRNA049473206	3
ENSRNA049473214	0
ENSRNA049473223	0
ENSRNA049473229	0
ENSRNA049473235	0
ENSRNA049473244	13
ENSRNA049473255	0
ENSRNA049473260	0
ENSRNA049473266	0
ENSRNA049473272	0
ENSRNA049473325	0
ENSRNA049473335	0
ENSRNA049473340	0
ENSRNA049473348	0
ENSRNA049473358	0
ENSRNA049473366	0
ENSRNA049473373	0
ENSRNA049473384	0
ENSRNA049473392	19
ENSRNA049473406	0
ENSRNA049473411	0
ENSRNA049473424	0
ENSRNA049473437	1
ENSRNA049473446	3
ENSRNA049473455	0
ENSRNA049473485	2
ENSRNA049473568	0
ENSRNA049473582	3
ENSRNA049473596	7
ENSRNA049473610	0
ENSRNA049473620	16
ENSRNA049473627	4
ENSRNA049473635	0
ENSRNA049473641	12
ENSRNA049473653	18
ENSRNA049473661	31
ENSRNA049473675	2
ENSRNA049473712	0
ENSRNA049473777	0
ENSRNA049473801	0
ENSRNA049473820	0
ENSRNA049473842	1
ENSRNA049473850	0
ENSRNA049473859	0
ENSRNA049473866	7
ENSRNA049473876	0
ENSRNA049473879	0
ENSRNA049473887	0
ENSRNA049473893	1
ENSRNA049473899	2
ENSRNA049473908	2
ENSRNA049473918	0
ENSRNA049473927	0
ENSRNA049473941	4
ENSRNA049474010	0
ENSRNA049474027	2
ENSRNA049474032	0
ENSRNA049474042	2
ENSRNA049474050	1
ENSRNA049474061	0
ENSRNA049474076	0
ENSRNA049474088	0
ENSRNA049474102	19
ENSRNA049474111	0
ENSRNA049474115	31
ENSRNA049474126	0
ENSRNA049474136	0
ENSRNA049474195	0
ENSRNA049474199	0
ENSRNA049474205	0
ENSRNA049474213	0
ENSRNA049474217	0
ENSRNA049474225	0
ENSRNA049474232	0
ENSRNA049474241	0
ENSRNA049474244	0
ENSRNA049474253	0
ENSRNA049474262	0
ENSRNA049474273	0
ENSRNA049474276	0
ENSRNA049474279	0
ENSRNA049474284	0
ENSRNA049474289	0
ENSRNA049474295	0
ENSRNA049474304	0
ENSRNA049474311	0
ENSRNA049474318	0
ENSRNA049474324	0
ENSRNA049474335	0
ENSRNA049474343	0
ENSRNA049474354	0
ENSRNA049474361	0
ENSRNA049474373	0
ENSRNA049474379	0
ENSRNA049474385	0
ENSRNA049474391	0
ENSRNA049474398	0
ENSRNA049474408	0
ENSRNA049474419	0
ENSRNA049474426	0
ENSRNA049474432	0
ENSRNA049474437	0
ENSRNA049474445	0
ENSRNA049474451	0
ENSRNA049474453	0
ENSRNA049474460	0
ENSRNA049474468	0
ENSRNA049474472	0
ENSRNA049474478	0
ENSRNA049474481	0
ENSRNA049474489	0
ENSRNA049474495	0
ENSRNA049474500	0
ENSRNA049474505	0
ENSRNA049474511	0
ENSRNA049474521	0
ENSRNA049474528	0
ENSRNA049474533	0
ENSRNA049474537	0
ENSRNA049474544	0
ENSRNA049474549	0
ENSRNA049474557	0
ENSRNA049474563	0
ENSRNA049474566	0
ENSRNA049474570	0
ENSRNA049474577	0
ENSRNA049474581	0
ENSRNA049474586	0
ENSRNA049474588	0
ENSRNA049474592	0
ENSRNA049474596	0
ENSRNA049474603	0
ENSRNA049474608	0
ENSRNA049474612	0
ENSRNA049474615	0
ENSRNA049474617	0
ENSRNA049474620	0
ENSRNA049474625	0
ENSRNA049474629	0
ENSRNA049474635	0
ENSRNA049474644	0
ENSRNA049474651	0
ENSRNA049474657	0
ENSRNA049474662	0
ENSRNA049474667	0
ENSRNA049474676	0
ENSRNA049474682	0
ENSRNA049474689	0
ENSRNA049474690	0
ENSRNA049474694	0
ENSRNA049474700	0
ENSRNA049474705	0
ENSRNA049474711	0
ENSRNA049474719	0
ENSRNA049474721	0
ENSRNA049474726	0
ENSRNA049474731	0
ENSRNA049474738	0
ENSRNA049474743	0
ENSRNA049474749	0
ENSRNA049474756	0
ENSRNA049474763	0
ENSRNA049474769	0
ENSRNA049474776	0
ENSRNA049474783	0
ENSRNA049474790	0
ENSRNA049474797	0
ENSRNA049474808	0
ENSRNA049474817	0
ENSRNA049474826	0
ENSRNA049474835	0
ENSRNA049474841	0
ENSRNA049474845	0
ENSRNA049474854	0
ENSRNA049474857	0
ENSRNA049474863	0
ENSRNA049474871	0
ENSRNA049474875	0
ENSRNA049474883	0
ENSRNA049474886	0
ENSRNA049474895	0
ENSRNA049474899	0
ENSRNA049474905	0
ENSRNA049474906	0
ENSRNA049474912	0
ENSRNA049474921	0
ENSRNA049474928	0
ENSRNA049474932	0
ENSRNA049474934	0
ENSRNA049474938	0
ENSRNA049474942	0
ENSRNA049474949	0
ENSRNA049474951	0
ENSRNA049474955	0
ENSRNA049474961	0
ENSRNA049474965	0
ENSRNA049474970	0
ENSRNA049474978	0
ENSRNA049474984	0
ENSRNA049474990	0
ENSRNA049474998	0
ENSRNA049475007	0
ENSRNA049475012	0
ENSRNA049475022	0
ENSRNA049475029	0
ENSRNA049475035	0
ENSRNA049475041	0
ENSRNA049475051	0
ENSRNA049475060	0
ENSRNA049475065	0
ENSRNA049475072	0
ENSRNA049475076	0
ENSRNA049475084	0
ENSRNA049475088	0
ENSRNA049475096	0
ENSRNA049475103	0
ENSRNA049475107	0
ENSRNA049475114	0
ENSRNA049475120	0
ENSRNA049475126	0
ENSRNA049475134	0
ENSRNA049475139	0
ENSRNA049475144	0
ENSRNA049475147	0
ENSRNA049475154	0
ENSRNA049475159	0
ENSRNA049475162	0
ENSRNA049475165	0
ENSRNA049475169	0
ENSRNA049475177	0
ENSRNA049475180	0
ENSRNA049475188	0
ENSRNA049475192	0
ENSRNA049475194	0
ENSRNA049475196	0
ENSRNA049475198	0
ENSRNA049475204	0
ENSRNA049475210	0
ENSRNA049475215	0
ENSRNA049475220	0
ENSRNA049475225	0
ENSRNA049475228	0
ENSRNA049475231	0
ENSRNA049475235	0
ENSRNA049475240	0
ENSRNA049475244	0
ENSRNA049475249	0
ENSRNA049475253	0
ENSRNA049475259	0
ENSRNA049475265	0
ENSRNA049475270	0
ENSRNA049475277	0
ENSRNA049475281	0
ENSRNA049475285	0
ENSRNA049475289	0
ENSRNA049475294	0
ENSRNA049475298	0
ENSRNA049475304	0
ENSRNA049475310	0
ENSRNA049475313	0
ENSRNA049475320	0
ENSRNA049475326	0
ENSRNA049475333	0
ENSRNA049475337	0
ENSRNA049475342	0
ENSRNA049475351	0
ENSRNA049475354	0
ENSRNA049475361	0
ENSRNA049475368	0
ENSRNA049475374	0
ENSRNA049475382	0
ENSRNA049475389	0
ENSRNA049475395	0
ENSRNA049475403	0
ENSRNA049475412	0
ENSRNA049475415	0
ENSRNA049475420	0
ENSRNA049475428	0
ENSRNA049475433	0
ENSRNA049475440	0
ENSRNA049475447	0
ENSRNA049475452	0
ENSRNA049475454	0
ENSRNA049475460	0
ENSRNA049475465	0
ENSRNA049475469	0
ENSRNA049475480	0
ENSRNA049475489	0
ENSRNA049475500	0
ENSRNA049475575	16
ENSRNA049475592	1
ENSRNA049475602	43
ENSRNA049475619	0
ENSRNA049475631	0
ENSRNA049475677	0
ENSRNA049475684	0
ENSRNA049475689	0
ENSRNA049475695	0
ENSRNA049475701	0
ENSRNA049475715	17
ENSRNA049475720	0
ENSRNA049475726	0
ENSRNA049475731	0
ENSRNA049475757	0
ENSRNA049475823	0
ENSRNA049475834	6
ENSRNA049475843	99
ENSRNA049475857	1
ENSRNA049475862	0
ENSRNA049475919	0
ENSRNA049475930	0
ENSRNA049475944	0
ENSRNA049475950	0
ENSRNA049475955	0
ENSRNA049475964	0
ENSRNA049475971	0
ENSRNA049476044	0
ENSRNA049476058	0
ENSRNA049476067	0
ENSRNA049476078	0
ENSRNA049476083	0
ENSRNA049476086	0
ENSRNA049476096	0
ENSRNA049476104	0
ENSRNA049476114	0
ENSRNA049476183	0
ENSRNA049476188	0
ENSRNA049476201	24
ENSRNA049476209	4
ENSRNA049476255	0
ENSRNA049476265	0
ENSRNA049476273	0
ENSRNA049476286	0
ENSRNA049476289	2
ENSRNA049476293	0
ENSRNA049476301	1
ENSRNA049476307	4
ENSRNA049476316	1
ENSRNA049476319	2
ENSRNA049476324	0
ENSRNA049476335	3
ENSRNA049476340	0
ENSRNA049476352	0
ENSRNA049476356	0
ENSRNA049476364	0
ENSRNA049476388	1
ENSRNA049476404	32
ENSRNA049476411	0
ENSRNA049476419	0
ENSRNA049476430	0
ENSRNA049476437	0
ENSRNA049476444	0
ENSRNA049476447	0
ENSRNA049476452	0
ENSRNA049476493	0
ENSRNA049476498	0
ENSRNA049476502	0
ENSRNA049476508	0
ENSRNA049476514	0
ENSRNA049476519	0
ENSRNA049476535	15
ENSRNA049761202	0
ENSRNA049761207	0
ENSRNA049761212	0
ENSRNA049761216	0
ENSRNA049761426	0
ENSRNA049761428	0
ENSRNA049761430	0
ENSRNA049761432	0
ENSRNA049761434	0
ENSRNA049911397	0
ENSRNA049911403	0
ENSRNA049911410	0
ENSRNA049911413	0
ENSRNA049911424	0
ENSRNA050013642	0
ENSRNA050013643	0
ENSRNA050013644	0
ENSRNA050013645	0
ENSRNA050013646	0
ENSRNA050013647	0
ENSRNA050013648	0
ENSRNA050013649	0
ENSRNA050013650	1
ENSRNA050013651	0
ENSRNA050013652	0
ENSRNA050013653	0
ENSRNA050013654	0
ENSRNA050013655	0
ENSRNA050013656	0
ENSRNA050013657	0
ENSRNA050013658	0
ENSRNA050013659	0
ENSRNA050013660	0
ENSRNA050013661	0
ENSRNA050013662	0
ENSRNA050013663	0
ENSRNA050013664	0
ENSRNA050013665	0
ENSRNA050013666	0
ENSRNA050013667	0
ENSRNA050013668	0
ENSRNA050013669	0
ENSRNA050013670	0
ENSRNA050013671	0
ENSRNA050013672	4
ENSRNA050013673	0
ENSRNA050013674	0
EPlORYSAT000373567	0
EPlORYSAT000373575	0
EPlORYSAT000373605	1
EPlORYSAT000373608	17
EPlORYSAT000373610	0
EPlORYSAT000373611	0
EPlORYSAT000373612	0
EPlORYSAT000373613	0
EPlORYSAT000373614	0
EPlORYSAT000373615	7
EPlORYSAT000373616	0
EPlORYSAT000373619	0
EPlORYSAT000373620	0
EPlORYSAT000373621	0
EPlORYSAT000373624	0
EPlORYSAT000373629	0
EPlORYSAT000373635	0
EPlORYSAT000373637	0
EPlORYSAT000373640	0
EPlORYSAT000373643	0
EPlORYSAT000373647	3
EPlORYSAT000373650	0
EPlORYSAT000373652	0
EPlORYSAT000373653	0
EPlORYSAT000373657	0
EPlORYSAT000373668	0
EPlORYSAT000373669	0
EPlORYSAT000373673	0
EPlORYSAT000373783	0
EPlORYSAT000373784	2
EPlORYSAT000373785	0
EPlORYSAT000373786	0
EPlORYSAT000373788	0
EPlORYSAT000373789	0
EPlORYSAT000373790	0
EPlORYSAT000373793	0
EPlORYSAT000373795	0
EPlORYSAT000373797	0
EPlORYSAT000373798	0
EPlORYSAT000373802	0
EPlORYSAT000373803	0
EPlORYSAT000373805	3
EPlORYSAT000373810	0
EPlORYSAT000373811	10
EPlORYSAT000373812	0
EPlORYSAT000373814	0
EPlORYSAT000373815	0
EPlORYSAT000373816	0
EPlORYSAT000373818	0
EPlORYSAT000373820	0
EPlORYSAT000373822	0
EPlORYSAT000373825	0
EPlORYSAT000373826	0
EPlORYSAT000373829	0
EPlORYSAT000373831	1
EPlORYSAT000373834	0
EPlORYSAT000373835	0
EPlORYSAT000373837	0
EPlORYSAT000373839	0
EPlORYSAT000373840	0
EPlORYSAT000373842	0
EPlORYSAT000373845	0
EPlORYSAT000373846	0
EPlORYSAT000373847	0
EPlORYSAT000373848	0
EPlORYSAT000373849	0
EPlORYSAT000373851	0
EPlORYSAT000373852	3
EPlORYSAT000373854	0
EPlORYSAT000373859	0
EPlORYSAT000373861	0
EPlORYSAT000373862	0
EPlORYSAT000373867	0
EPlORYSAT000373869	6
EPlORYSAT000373870	0
EPlORYSAT000373871	0
EPlORYSAT000373872	0
Os01g0100100	1799
Os01g0100200	0
Os01g0100300	0
Os01g0100400	109
Os01g0100466	0
Os01g0100500	952
Os01g0100600	482
Os01g0100650	0
Os01g0100700	408
Os01g0100800	670
Os01g0100900	1723
Os01g0101150	29
Os01g0101200	4390
Os01g0101300	53
Os01g0101600	2549
Os01g0101700	14059
Os01g0101800	58
Os01g0101850	0
Os01g0101900	3
Os01g0102000	4
Os01g0102300	4505
Os01g0102400	42
Os01g0102500	370
Os01g0102600	3184
